"tnved_code"@;@"imp_usd"@;@"exp_usd"@;@"manufacture_usd"@;@"power_usd"@;@"sold_usd"@;@"left_usd"@;@"market_by_tnved"@;@"fm"@;@"pl_2"@;@"coef_gotovnosti"@;@"pl_3"@;@"ilp"
"7210904000"@;@1 343 053@;@@;@@;@@;@@;@@;@1 343 053@;@@;@@;@0@;@@;@0,5
"8415200001"@;@1 746 365@;@@;@95@;@95@;@95@;@@;@1 746 460@;@0@;@0@;@0,3@;@0@;@0,56
"8460409000"@;@41 711@;@1 072@;@@;@@;@@;@@;@41 711@;@@;@@;@0,3@;@@;@0,56
"8531202000"@;@6 578 044@;@24 962@;@59 251@;@59 251@;@59 251@;@@;@6 612 333@;@0@;@0@;@1@;@0@;@0,7
"1602909900"@;@@;@@;@9 789@;@12 236@;@9 789@;@@;@9 789@;@2 447@;@@;@0,3@;@@;@
"5201009000"@;@24 356@;@@;@3 090 428@;@3 124 780@;@2 427 063@;@663 366@;@2 451 418@;@34 352@;@24 356@;@0,3@;@7 306,8@;@0,49
"4823904000"@;@38 446@;@@;@8 950 276@;@9 175 202@;@8 946 905@;@15 873@;@8 972 849@;@224 926@;@38 446@;@0,3@;@11 533,8@;@1,82
"2008706900"@;@3 627@;@114@;@@;@@;@@;@@;@3 627@;@@;@@;@0,3@;@@;@0,56
"8516608000"@;@1 988 035@;@130 863@;@163 013@;@164 489@;@293 251@;@151 974@;@1 868 211@;@1 476@;@1 476@;@0,6@;@885,6@;@0,65
"2008979800"@;@6 454@;@5 330@;@@;@@;@@;@@;@6 454@;@@;@@;@0,3@;@@;@0,56
"406907800"@;@@;@@;@1 493 911@;@1 505 959@;@1 493 911@;@@;@1 493 911@;@12 048@;@@;@0,3@;@@;@
"5903209000"@;@22 931 499@;@108 481@;@168 167@;@169 663@;@122 116@;@64 653@;@22 926 532@;@1 496@;@1 496@;@0,6@;@897,6@;@0,62
"8413708909"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"8415810010"@;@21 779 143@;@@;@1 404 473@;@1 491 165@;@1 404 473@;@3 532@;@23 180 084@;@86 692@;@86 692@;@0,3@;@26 007,6@;@0,53
"4011209000"@;@87 207 886@;@134 395@;@@;@@;@@;@@;@87 207 886@;@@;@@;@0,3@;@@;@0,56
"8109990000"@;@15 400@;@@;@@;@@;@@;@@;@15 400@;@@;@@;@0@;@@;@0,5
"2933992000"@;@432 902@;@@;@@;@@;@@;@@;@432 902@;@@;@@;@0@;@@;@0,5
"5408340000"@;@2 258@;@@;@@;@@;@@;@@;@2 258@;@@;@@;@0@;@@;@0,5
"6211333100"@;@44 737@;@5 590@;@151 668@;@151 668@;@149 363@;@7 745@;@188 660@;@0@;@0@;@1@;@0@;@0,32
"406908600"@;@@;@@;@229 235@;@229 235@;@229 235@;@2 476@;@229 235@;@0@;@@;@0,3@;@@;@
"9504302009"@;@378 211@;@933@;@43 509@;@43 509@;@43 509@;@@;@420 787@;@0@;@0@;@0,6@;@0@;@0,57
"2905130000"@;@289 973@;@@;@@;@@;@@;@@;@289 973@;@@;@@;@0,4@;@@;@0,58
"8506503000"@;@83 766@;@834@;@@;@@;@@;@@;@83 766@;@@;@@;@0,3@;@@;@0,56
"2804900000"@;@176@;@@;@@;@@;@@;@@;@176@;@@;@@;@0@;@@;@0,5
"9403105900"@;@@;@@;@177 806@;@195 975@;@107 335@;@70 471@;@107 335@;@18 169@;@@;@0,3@;@@;@
"5911400000"@;@402 952@;@481 959@;@2 773 573@;@2 790 381@;@2 773 348@;@225@;@3 176 300@;@16 808@;@16 808@;@1@;@16 808@;@0,28
"0102219000"@;@12 934 869@;@@;@@;@@;@@;@@;@12 934 869@;@@;@@;@0@;@@;@0,5
"8524910076"@;@5 171@;@@;@@;@@;@@;@@;@5 171@;@@;@@;@0@;@@;@0,5
"0403207100"@;@5 168 082@;@31 867@;@@;@@;@@;@@;@5 168 082@;@@;@@;@0,3@;@@;@0,56
"4011100000"@;@@;@@;@33 194 688@;@86 634 972@;@28 188 860@;@8 687 230@;@28 188 860@;@53 440 284@;@@;@0,3@;@@;@
"2523100000"@;@62 295@;@460 000@;@76 342 953@;@78 325 495@;@74 726 406@;@1 484 146@;@74 921 102@;@1 982 542@;@62 295@;@1@;@62 295@;@9,75
"3808943000"@;@378 368@;@@;@@;@@;@@;@@;@378 368@;@@;@@;@0,4@;@@;@0,58
"202100000"@;@@;@@;@101 802@;@101 802@;@101 802@;@@;@101 802@;@0@;@@;@0,3@;@@;@
"8110200000"@;@@;@@;@4 035 776@;@4 040 373@;@4 035 776@;@1 799@;@4 035 776@;@4 597@;@@;@0,3@;@@;@
"1510900000"@;@318 649@;@@;@@;@@;@@;@@;@318 649@;@@;@@;@0@;@@;@0,5
"3905210000"@;@1 176 231@;@618 164@;@@;@@;@@;@@;@1 176 231@;@@;@@;@0,3@;@@;@0,56
"7320101100"@;@13 904 955@;@6 276@;@1 429 287@;@1 429 287@;@1 228 324@;@76 309@;@15 251 657@;@0@;@0@;@0,6@;@0@;@0,58
"8425420009"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"2712209000"@;@1 172 316@;@46 950@;@@;@@;@@;@@;@1 172 316@;@@;@@;@0,7@;@@;@0,64
"8483402109"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"5607290000"@;@1 976@;@@;@230 607@;@230 607@;@230 607@;@@;@232 583@;@0@;@0@;@0,3@;@0@;@0,06
"2708100000"@;@41 665@;@@;@@;@@;@@;@@;@41 665@;@@;@@;@0@;@@;@0,5
"5407830000"@;@878 113@;@370@;@2 915@;@2 915@;@2 915@;@@;@880 658@;@0@;@0@;@0,6@;@0@;@0,62
"2853003000"@;@@;@@;@7 900@;@7 900@;@7 900@;@790@;@7 900@;@0@;@@;@0,3@;@@;@
"6116109009"@;@3 055@;@@;@45 361@;@45 361@;@45 361@;@@;@48 416@;@0@;@0@;@0,3@;@0@;@0,09
"7208512009"@;@64 216 252@;@@;@13 779@;@107 279@;@13 779@;@@;@64 230 031@;@93 500@;@93 500@;@0,3@;@28 050@;@0,56
"4404100001"@;@215 548@;@@;@@;@@;@@;@@;@215 548@;@@;@@;@0@;@@;@0,5
"2519901000"@;@74 831@;@@;@84 274@;@84 274@;@89 116@;@40 047@;@119 058@;@0@;@0@;@0,7@;@0@;@0,45
"4009420000"@;@962 882@;@28 526@;@2 482 425@;@2 515 788@;@2 405 336@;@79 928@;@3 365 379@;@33 363@;@33 363@;@0,6@;@20 017,8@;@0,27
"7318240009"@;@@;@@;@4 440@;@5 657@;@4 440@;@@;@4 440@;@1 217@;@@;@0,3@;@@;@
"2710124500"@;@90 075 012@;@@;@1 800 795@;@1 800 795@;@1 800 795@;@@;@91 875 807@;@0@;@0@;@0,3@;@0@;@0,55
"8423101000"@;@390 468@;@2 093@;@601 294@;@601 294@;@515 097@;@86 198@;@905 564@;@0@;@0@;@0,6@;@0@;@0,34
"8459310000"@;@164 291@;@@;@308 106@;@308 106@;@308 106@;@@;@472 397@;@0@;@0@;@0,3@;@0@;@0,23
"4813909000"@;@237@;@@;@@;@@;@@;@@;@237@;@@;@@;@0@;@@;@0,5
"5210320000"@;@64 276@;@@;@@;@@;@@;@@;@64 276@;@@;@@;@0@;@@;@0,5
"8472909200"@;@2 302@;@@;@@;@@;@@;@@;@2 302@;@@;@@;@0@;@@;@0,5
"5208121600"@;@102 121@;@16 791 802@;@14 292 357@;@15 290 642@;@13 039 398@;@1 477 757@;@12 916 721@;@998 285@;@102 121@;@1@;@102 121@;@3,14
"9401309000"@;@@;@@;@380 157@;@384 461@;@380 157@;@10 069@;@380 157@;@4 304@;@@;@0,3@;@@;@
"2007999702"@;@167 550@;@430 257@;@@;@@;@@;@@;@167 550@;@@;@@;@0,3@;@@;@0,56
"8504408500"@;@5 582 402@;@407 777@;@9 285@;@9 285@;@9 285@;@@;@5 183 910@;@0@;@0@;@1@;@0@;@0,74
"5606009100"@;@387 978@;@25 863@;@@;@@;@@;@@;@387 978@;@@;@@;@0,3@;@@;@0,56
"4811590001"@;@15 985@;@@;@3 095 488@;@3 095 488@;@3 095 488@;@@;@3 111 473@;@0@;@0@;@0,3@;@0@;@0,06
"8516108000"@;@12 244 329@;@11 480 528@;@50 474 171@;@51 874 444@;@50 520 740@;@2 467 113@;@60 251 387@;@1 400 273@;@1 400 273@;@1@;@1 400 273@;@0,34
"7208390000"@;@425 726 425@;@255 552@;@6 752@;@7 227@;@118 477@;@16 457 892@;@409 019 733@;@475@;@475@;@1@;@475@;@0,72
"2009191908"@;@9 843@;@@;@@;@@;@@;@@;@9 843@;@@;@@;@0@;@@;@0,5
"8528629001"@;@97 199@;@@;@@;@@;@@;@@;@97 199@;@@;@@;@0@;@@;@0,5
"6211324200"@;@1 205@;@@;@@;@@;@@;@@;@1 205@;@@;@@;@0@;@@;@0,5
"9405290032"@;@63 910@;@@;@@;@@;@@;@@;@63 910@;@@;@@;@0@;@@;@0,5
"8504405500"@;@11 426 902@;@31 259@;@127 940@;@167 272@;@129 001@;@3 616@;@11 519 967@;@39 332@;@39 332@;@0,6@;@23 599,2@;@0,62
"5515113000"@;@77 638@;@@;@@;@@;@@;@@;@77 638@;@@;@@;@0@;@@;@0,5
"8430390000"@;@@;@@;@616@;@616@;@616@;@@;@616@;@0@;@@;@0,3@;@@;@
"8516210000"@;@3 200@;@@;@177 957@;@235 575@;@164 812@;@156 668@;@24 489@;@57 618@;@3 200@;@0,3@;@960@;@5,53
"9102120000"@;@517 669@;@2 200@;@@;@@;@@;@@;@517 669@;@@;@@;@0,3@;@@;@0,56
"8450900000"@;@1 985 339@;@4 084@;@24 176@;@33 044@;@24 176@;@@;@2 005 431@;@8 868@;@8 868@;@0,6@;@5 320,8@;@0,62
"1102903000"@;@15 067@;@@;@@;@@;@@;@@;@15 067@;@@;@@;@0@;@@;@0,5
"5407840000"@;@301 657@;@@;@@;@@;@@;@@;@301 657@;@@;@@;@0,4@;@@;@0,58
"3808919000"@;@@;@@;@2 117 333@;@2 334 736@;@1 880 873@;@471 017@;@1 880 873@;@217 403@;@@;@0,3@;@@;@
"4911990009"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"2309909100"@;@4 093@;@@;@16 256 220@;@16 779 710@;@11 246 904@;@313 480@;@15 946 833@;@523 490@;@4 093@;@0,3@;@1 227,9@;@38,43
"3822900000"@;@18 283 007@;@713 351@;@93 042@;@93 042@;@93 042@;@408@;@17 662 290@;@0@;@0@;@1@;@0@;@0,72
"7222201900"@;@19 735@;@@;@@;@@;@@;@@;@19 735@;@@;@@;@0@;@@;@0,5
"3301249000"@;@2 315@;@@;@@;@@;@@;@@;@2 315@;@@;@@;@0@;@@;@0,5
"8708503000"@;@@;@@;@790@;@8 690@;@790@;@@;@790@;@7 900@;@@;@0,3@;@@;@
"2914130000"@;@4 028@;@@;@@;@@;@@;@@;@4 028@;@@;@@;@0@;@@;@0,5
"1806207000"@;@12 275@;@@;@@;@@;@@;@@;@12 275@;@@;@@;@0@;@@;@0,5
"2915130000"@;@1 638@;@@;@@;@@;@@;@@;@1 638@;@@;@@;@0@;@@;@0,5
"7403220000"@;@102 260@;@@;@134 358@;@134 358@;@134 358@;@@;@236 618@;@0@;@0@;@0,7@;@0@;@0,36
"6203495000"@;@63 352@;@@;@49 793@;@51 792@;@68 609@;@22 896@;@90 249@;@1 999@;@1 999@;@0,7@;@1 399,3@;@0,5
"7010903100"@;@2 486@;@@;@458 528@;@458 528@;@458 528@;@@;@461 014@;@0@;@0@;@0,3@;@0@;@0,06
"2903590000"@;@70@;@@;@@;@@;@@;@@;@70@;@@;@@;@0@;@@;@0,5
"0804209000"@;@52 781@;@1 910 489@;@@;@@;@@;@@;@52 781@;@@;@@;@0,3@;@@;@0,56
"8487905100"@;@237@;@@;@@;@@;@@;@@;@237@;@@;@@;@0@;@@;@0,5
"4818209100"@;@985 209@;@554 594@;@8 893 190@;@18 574 590@;@3 879 235@;@75 768@;@9 802 631@;@9 681 400@;@985 209@;@1@;@985 209@;@3,2
"0307311000"@;@812@;@@;@@;@@;@@;@@;@812@;@@;@@;@0@;@@;@0,5
"8414900000"@;@18 995 511@;@675 704@;@2 444 625@;@2 481 764@;@2 271 873@;@301 012@;@20 463 420@;@37 139@;@37 139@;@1@;@37 139@;@0,66
"5206320006"@;@@;@25 972@;@@;@@;@@;@@;@0@;@@;@@;@0,3@;@@;@
"3104900000"@;@@;@@;@203 841@;@203 841@;@199 891@;@11 235@;@199 891@;@0@;@@;@0,3@;@@;@
"4823908595"@;@1 993@;@@;@27 650@;@@;@27 650@;@@;@29 643@;@@;@@;@0,3@;@@;@0,09
"2007993500"@;@539 623@;@63 717@;@7 470@;@11 205@;@9 708@;@2 730@;@480 646@;@3 735@;@3 735@;@1@;@3 735@;@0,76
"7310299000"@;@1 186 933@;@18 956@;@17 380@;@17 380@;@17 380@;@@;@1 185 357@;@0@;@0@;@0,6@;@0@;@0,62
"8466102000"@;@370 049@;@13 665@;@56 221@;@60 136@;@55 668@;@553@;@412 052@;@3 915@;@3 915@;@1@;@3 915@;@0,65
"0706909002"@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@0,4@;@@;@
"4115200000"@;@73@;@@;@10 294@;@11 086@;@2 779@;@7 515@;@2 852@;@792@;@73@;@0,3@;@21,9@;@3,33
"8207809000"@;@43 433@;@@;@@;@@;@@;@@;@43 433@;@@;@@;@0@;@@;@0,5
"8528421000"@;@16 741@;@@;@27 266@;@33 638@;@26 872@;@394@;@43 613@;@6 372@;@6 372@;@0,3@;@1 911,6@;@0,37
"0408998000"@;@1 049@;@@;@@;@@;@@;@@;@1 049@;@@;@@;@0@;@@;@0,5
"711201000"@;@@;@@;@2 501 258@;@2 520 583@;@2 348 281@;@152 977@;@2 348 281@;@19 325@;@@;@0,3@;@@;@
"9028901000"@;@11 216 512@;@312@;@@;@@;@@;@@;@11 216 512@;@@;@@;@0,3@;@@;@0,56
"5407920000"@;@156 392@;@@;@4 686@;@4 686@;@4 686@;@@;@161 078@;@0@;@0@;@0,3@;@0@;@0,55
"0602902000"@;@2 120@;@@;@@;@@;@@;@@;@2 120@;@@;@@;@0@;@@;@0,5
"8208900000"@;@2 769 411@;@10 139@;@@;@@;@@;@@;@2 769 411@;@@;@@;@0,7@;@@;@0,64
"2530109000"@;@@;@@;@6 380@;@6 380@;@6 380@;@@;@6 380@;@0@;@@;@0,3@;@@;@
"8466940000"@;@2 642 734@;@47 695@;@@;@@;@@;@@;@2 642 734@;@@;@@;@0,3@;@@;@0,56
"5514120000"@;@193 178@;@4 286@;@8 322@;@8 322@;@8 322@;@@;@197 214@;@0@;@0@;@0,6@;@0@;@0,61
"6202139000"@;@@;@@;@234 086@;@468 172@;@323 872@;@37 270@;@323 872@;@234 086@;@@;@0,3@;@@;@
"6108220000"@;@363 837@;@2 190@;@97 597@;@103 284@;@97 597@;@@;@459 244@;@5 687@;@5 687@;@0,6@;@3 412,2@;@0,52
"4403222000"@;@1 354 006@;@@;@@;@@;@@;@@;@1 354 006@;@@;@@;@0@;@@;@0,5
"2710124130"@;@341 023 053@;@163 947 541@;@@;@@;@@;@@;@341 023 053@;@@;@@;@0,3@;@@;@0,56
"1302120000"@;@3 324@;@38 973 628@;@35 077 359@;@36 303 885@;@31 999 960@;@5 057 142@;@30 023 541@;@1 226 526@;@3 324@;@0,6@;@1 994,4@;@100
"4002110000"@;@6 534 555@;@133 316@;@473 061@;@517 950@;@473 061@;@@;@6 874 300@;@44 889@;@44 889@;@0,6@;@26 933,4@;@0,6
"3916901300"@;@@;@@;@80 235@;@91 176@;@80 235@;@29 765@;@80 235@;@10 941@;@@;@0,3@;@@;@
"1701121009"@;@16 732 698@;@@;@@;@@;@@;@@;@16 732 698@;@@;@@;@0@;@@;@0,5
"7113110000"@;@807 651@;@2 789@;@95 606@;@95 606@;@80 244@;@18 415@;@882 053@;@0@;@0@;@0,6@;@0@;@0,58
"8423819000"@;@264 591@;@387@;@@;@@;@@;@@;@264 591@;@@;@@;@0,3@;@@;@0,56
"3405901090"@;@49 069@;@111@;@@;@@;@@;@@;@49 069@;@@;@@;@0,3@;@@;@0,56
"7615108001"@;@376@;@49@;@@;@@;@@;@@;@376@;@@;@@;@0,3@;@@;@0,56
"5402490000"@;@148 175@;@@;@@;@@;@@;@@;@148 175@;@@;@@;@0@;@@;@0,5
"6211424100"@;@12 596@;@@;@72 662@;@72 662@;@72 662@;@@;@85 258@;@0@;@0@;@0,7@;@0@;@0,21
"4809200000"@;@71 386@;@@;@2 844@;@2 844@;@2 844@;@@;@74 230@;@0@;@0@;@0,3@;@0@;@0,54
"0406900100"@;@146 078@;@@;@@;@@;@@;@@;@146 078@;@@;@@;@0@;@@;@0,5
"2009909400"@;@766@;@@;@@;@@;@@;@@;@766@;@@;@@;@0@;@@;@0,5
"8516609000"@;@864 437@;@5 276 385@;@12 701 648@;@12 918 216@;@13 358 947@;@1 041 966@;@12 524 119@;@216 568@;@216 568@;@1@;@216 568@;@0,31
"0709991000"@;@@;@2 359 558@;@@;@@;@@;@@;@0@;@@;@@;@0,7@;@@;@
"5514303000"@;@38 865@;@6 315@;@@;@@;@@;@@;@38 865@;@@;@@;@0,3@;@@;@0,56
"4503101000"@;@15 405@;@@;@@;@@;@@;@@;@15 405@;@@;@@;@0@;@@;@0,5
"8455303900"@;@@;@@;@9 152@;@9 152@;@9 152@;@@;@9 152@;@0@;@@;@0,3@;@@;@
"7019130009"@;@57 556@;@113 853@;@@;@@;@@;@@;@57 556@;@@;@@;@0,3@;@@;@0,56
"8708406000"@;@@;@@;@790@;@8 690@;@790@;@@;@790@;@7 900@;@@;@0,3@;@@;@
"8483201000"@;@@;@@;@790@;@790@;@790@;@@;@790@;@0@;@@;@0,3@;@@;@
