"tnved_code"@;@"imp_usd"@;@"exp_usd"@;@"manufacture_usd"@;@"power_usd"@;@"sold_usd"@;@"left_usd"@;@"certificates_count"@;@"avg_localization_rate"@;@"market"@;@"iz"@;@"rp"@;@"hhi"@;@"ci"@;@"manufacturers_count"@;@"pr"@;@"capacity_utilization"@;@"mp"@;@"st"@;@"iri"
"2804291000"@;@787 211@;@@;@@;@@;@@;@@;@@;@@;@787 211@;@100@;@@;@4 314,9629@;@43,15@;@0@;@100@;@@;@@;@100@;@61,5
"4503101000"@;@15 405@;@@;@@;@@;@@;@@;@@;@@;@15 405@;@100@;@@;@6 462,9984@;@64,63@;@0@;@100@;@@;@@;@100@;@64,7
"6912008900"@;@74 816@;@199 085@;@@;@@;@@;@@;@@;@@;@74 816@;@100@;@@;@2 924,6707@;@29,25@;@0@;@100@;@@;@@;@100@;@59,4
"0302433000"@;@4 604@;@@;@@;@@;@@;@@;@@;@@;@4 604@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"0702000002"@;@17 400@;@2 682 983@;@@;@@;@@;@@;@@;@@;@17 400@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"5514309000"@;@7 468@;@@;@@;@@;@@;@@;@@;@@;@7 468@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"8541100009"@;@1 113 240@;@13 816@;@@;@@;@@;@@;@@;@@;@1 113 240@;@100@;@@;@3 986,214@;@39,86@;@0@;@100@;@@;@@;@100@;@61
"2008999100"@;@4 471@;@@;@@;@@;@@;@@;@@;@@;@4 471@;@100@;@@;@6 741,6802@;@67,42@;@0@;@100@;@@;@@;@100@;@65,1
"3603100000"@;@577@;@@;@@;@@;@@;@@;@@;@@;@577@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"8511300002"@;@8 143 453@;@@;@@;@@;@@;@@;@@;@@;@8 143 453@;@100@;@@;@5 867,6238@;@58,68@;@0@;@100@;@@;@@;@100@;@63,8
"2006003500"@;@1 000@;@@;@@;@@;@@;@@;@@;@@;@1 000@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"0401201109"@;@1 364 717@;@31 465@;@@;@@;@@;@@;@16@;@98,16@;@1 364 717@;@100@;@@;@2 868,1981@;@28,68@;@0@;@100@;@@;@@;@70@;@57,8
"7305110001"@;@5 334 789@;@@;@@;@@;@@;@@;@@;@@;@5 334 789@;@100@;@@;@9 694,805@;@96,95@;@0@;@100@;@@;@@;@100@;@69,5
"8108200009"@;@7 579@;@@;@@;@@;@@;@@;@@;@@;@7 579@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"2712909900"@;@632 963@;@4 277 766@;@@;@@;@@;@@;@2@;@42,25@;@632 963@;@100@;@@;@7 099,638@;@71@;@0@;@100@;@@;@@;@70@;@64,2
"8708109001"@;@1 653 891@;@@;@@;@@;@@;@@;@@;@@;@1 653 891@;@100@;@@;@8 911,4156@;@89,11@;@0@;@100@;@@;@@;@100@;@68,4
"2004109900"@;@3 309 206@;@@;@@;@@;@@;@@;@@;@@;@3 309 206@;@100@;@@;@5 003,3848@;@50,03@;@0@;@100@;@@;@@;@100@;@62,5
"2208202900"@;@241 390@;@8 347@;@@;@@;@@;@@;@@;@@;@241 390@;@100@;@@;@4 958,805@;@49,59@;@0@;@100@;@@;@@;@100@;@62,4
"2008703900"@;@81@;@@;@@;@@;@@;@@;@@;@@;@81@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"4407129900"@;@28 620 163@;@@;@@;@@;@@;@@;@@;@@;@28 620 163@;@100@;@@;@8 920,8475@;@89,21@;@0@;@100@;@@;@@;@100@;@68,4
"2825600000"@;@182 213@;@@;@@;@@;@@;@@;@@;@@;@182 213@;@100@;@@;@5 507,7287@;@55,08@;@0@;@100@;@@;@@;@100@;@63,3
"8485900000"@;@10 694@;@@;@@;@@;@@;@@;@@;@@;@10 694@;@100@;@@;@5 934,2552@;@59,34@;@0@;@100@;@@;@@;@100@;@63,9
"7013339900"@;@27 592@;@92@;@@;@@;@@;@@;@@;@@;@27 592@;@100@;@@;@8 734,4306@;@87,34@;@0@;@100@;@@;@@;@100@;@68,1
"2008606001"@;@1 279@;@195 299@;@@;@@;@@;@@;@@;@@;@1 279@;@100@;@@;@5 901,4258@;@59,01@;@0@;@100@;@@;@@;@100@;@63,9
"5602900000"@;@797 494@;@7 800@;@@;@@;@@;@@;@@;@@;@797 494@;@100@;@@;@5 953,867@;@59,54@;@0@;@100@;@@;@@;@100@;@63,9
"0704908000"@;@@;@1 532 437@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@100@;@15
"8703405992"@;@263 966@;@14 000@;@@;@@;@@;@@;@@;@@;@263 966@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"2009903909"@;@64 427@;@@;@@;@@;@@;@@;@@;@@;@64 427@;@100@;@@;@6 810,8162@;@68,11@;@0@;@100@;@@;@@;@100@;@65,2
"7219349009"@;@2 206 846@;@@;@@;@@;@@;@@;@@;@@;@2 206 846@;@100@;@@;@6 432,6431@;@64,33@;@0@;@100@;@@;@@;@100@;@64,6
"8462230002"@;@97 800@;@@;@@;@@;@@;@@;@@;@@;@97 800@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"8420918000"@;@269 745@;@@;@@;@@;@@;@@;@@;@@;@269 745@;@100@;@@;@2 799,396@;@27,99@;@0@;@100@;@@;@@;@100@;@59,2
"2008993700"@;@3 077@;@@;@@;@@;@@;@@;@@;@@;@3 077@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"3824995000"@;@1 896 924@;@16 981@;@@;@@;@@;@@;@@;@@;@1 896 924@;@100@;@@;@2 618,188@;@26,18@;@0@;@100@;@@;@@;@100@;@58,9
"4811510009"@;@31 592 328@;@334 259@;@@;@@;@@;@@;@@;@@;@31 592 328@;@100@;@@;@2 408,2418@;@24,08@;@0@;@100@;@@;@@;@100@;@58,6
"8802400094"@;@@;@5 012 000@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@100@;@15
"2710196409"@;@47 059 659@;@49 370@;@@;@@;@@;@@;@@;@@;@47 059 659@;@100@;@@;@7 519,1013@;@75,19@;@0@;@100@;@@;@@;@100@;@66,3
"1604151100"@;@40 534@;@@;@@;@@;@@;@@;@@;@@;@40 534@;@100@;@@;@4 366,5534@;@43,67@;@0@;@100@;@@;@@;@100@;@61,6
"8433209000"@;@169 805@;@@;@@;@@;@@;@@;@@;@@;@169 805@;@100@;@@;@8 743,3528@;@87,43@;@0@;@100@;@@;@@;@100@;@68,1
"8421310009"@;@@;@@;@@;@@;@@;@@;@28@;@43,84@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@70@;@13,5
"0102291000"@;@19 488@;@@;@@;@@;@@;@@;@@;@@;@19 488@;@100@;@@;@7 651,3762@;@76,51@;@0@;@100@;@@;@@;@100@;@66,5
"8708299007"@;@@;@@;@@;@@;@@;@@;@7@;@27,91@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@70@;@13,5
"8407909001"@;@752@;@@;@@;@@;@@;@@;@@;@@;@752@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"7112920000"@;@3 530@;@12 764 672@;@@;@@;@@;@@;@@;@@;@3 530@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"4408901502"@;@5 964@;@@;@@;@@;@@;@@;@@;@@;@5 964@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"0713350009"@;@44@;@22 000@;@@;@@;@@;@@;@@;@@;@44@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"0813409500"@;@45 083@;@6 248 293@;@@;@@;@@;@@;@3@;@100@;@45 083@;@100@;@@;@4 319,9008@;@43,2@;@0@;@100@;@@;@@;@70@;@60
"9026204000"@;@439 898@;@32 667@;@@;@@;@@;@@;@4@;@37,97@;@439 898@;@100@;@@;@1 348,4581@;@13,48@;@0@;@100@;@@;@@;@70@;@55,5
"5703290002"@;@57 074@;@@;@@;@@;@@;@@;@@;@@;@57 074@;@100@;@@;@5 439,3182@;@54,39@;@0@;@100@;@@;@@;@100@;@63,2
"8541410001"@;@679 682@;@16 604@;@@;@@;@@;@@;@@;@@;@679 682@;@100@;@@;@9 458,9686@;@94,59@;@0@;@100@;@@;@@;@100@;@69,2
"1701131027"@;@71 615 277@;@@;@@;@@;@@;@@;@@;@@;@71 615 277@;@100@;@@;@3 453,5322@;@34,54@;@0@;@100@;@@;@@;@100@;@60,2
"2915130000"@;@1 638@;@@;@@;@@;@@;@@;@@;@@;@1 638@;@100@;@@;@4 580,6082@;@45,81@;@0@;@100@;@@;@@;@100@;@61,9
"5205110004"@;@117 491@;@@;@@;@@;@@;@@;@@;@@;@117 491@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"8465990000"@;@2 785 258@;@49 594@;@@;@@;@@;@@;@@;@@;@2 785 258@;@100@;@@;@5 853,2526@;@58,53@;@0@;@100@;@@;@@;@100@;@63,8
"3306200000"@;@94 411@;@@;@@;@@;@@;@@;@@;@@;@94 411@;@100@;@@;@2 143,8352@;@21,44@;@0@;@100@;@@;@@;@100@;@58,2
"2009315909"@;@26@;@@;@@;@@;@@;@@;@@;@@;@26@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"2909440000"@;@192 104@;@@;@@;@@;@@;@@;@@;@@;@192 104@;@100@;@@;@7 380,288@;@73,8@;@0@;@100@;@@;@@;@100@;@66,1
"5205440008"@;@11 079@;@@;@@;@@;@@;@@;@@;@@;@11 079@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"2827410000"@;@279@;@@;@@;@@;@@;@@;@@;@@;@279@;@100@;@@;@8 137,9042@;@81,38@;@0@;@100@;@@;@@;@100@;@67,2
"2916200000"@;@143 088@;@85@;@@;@@;@@;@@;@@;@@;@143 088@;@100@;@@;@5 493,8192@;@54,94@;@0@;@100@;@@;@@;@100@;@63,2
"9006690001"@;@1 629@;@3 484@;@@;@@;@@;@@;@@;@@;@1 629@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"7003200000"@;@9 936@;@10 058@;@@;@@;@@;@@;@@;@@;@9 936@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"4101203000"@;@1 950@;@@;@@;@@;@@;@@;@@;@@;@1 950@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"5206130006"@;@@;@132 706@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@100@;@15
"1701129001"@;@151 818@;@@;@@;@@;@@;@@;@@;@@;@151 818@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"5205430006"@;@68 745@;@211 058@;@@;@@;@@;@@;@@;@@;@68 745@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"8467221000"@;@812 526@;@46@;@@;@@;@@;@@;@@;@@;@812 526@;@100@;@@;@9 003,3117@;@90,03@;@0@;@100@;@@;@@;@100@;@68,5
"2903120000"@;@927 395@;@2 048@;@@;@@;@@;@@;@@;@@;@927 395@;@100@;@@;@5 387,8529@;@53,88@;@0@;@100@;@@;@@;@100@;@63,1
"8701219019"@;@5 619 859@;@57 899@;@@;@@;@@;@@;@@;@@;@5 619 859@;@100@;@@;@2 133,5394@;@21,34@;@0@;@100@;@@;@@;@100@;@58,2
"8462620091"@;@90 395@;@@;@@;@@;@@;@@;@@;@@;@90 395@;@100@;@@;@9 067,5256@;@90,68@;@0@;@100@;@@;@@;@100@;@68,6
"3006103009"@;@98 154@;@@;@@;@@;@@;@@;@@;@@;@98 154@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"5205240006"@;@127 377@;@1 325 096@;@@;@@;@@;@@;@@;@@;@127 377@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"1516209808"@;@9 100 592@;@4 767@;@@;@@;@@;@@;@@;@@;@9 100 592@;@100@;@@;@5 114,6256@;@51,15@;@0@;@100@;@@;@@;@100@;@62,7
"8542399090"@;@290 892@;@618@;@@;@@;@@;@@;@@;@@;@290 892@;@100@;@@;@3 768,5723@;@37,69@;@0@;@100@;@@;@@;@100@;@60,7
"5205420002"@;@@;@828 513@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@100@;@15
"8505905000"@;@130 296@;@@;@@;@@;@@;@@;@@;@@;@130 296@;@100@;@@;@7 327,945@;@73,28@;@0@;@100@;@@;@@;@100@;@66
"8207907100"@;@250@;@@;@@;@@;@@;@@;@@;@@;@250@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"7222305109"@;@1 222@;@@;@@;@@;@@;@@;@@;@@;@1 222@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"7407219000"@;@5 565@;@@;@@;@@;@@;@@;@@;@@;@5 565@;@100@;@@;@2 753,9746@;@27,54@;@0@;@100@;@@;@@;@100@;@59,1
"5511300000"@;@332@;@1 235@;@@;@@;@@;@@;@@;@@;@332@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"3405901090"@;@49 069@;@111@;@@;@@;@@;@@;@@;@@;@49 069@;@100@;@@;@3 399,5398@;@34@;@0@;@100@;@@;@@;@100@;@60,1
"5205230008"@;@@;@642 710@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@100@;@15
"6204331000"@;@27@;@187 921@;@@;@@;@@;@@;@1@;@91@;@27@;@100@;@@;@5 061,8272@;@50,62@;@0@;@100@;@@;@@;@70@;@61,1
"9506610000"@;@235 132@;@432@;@@;@@;@@;@@;@@;@@;@235 132@;@100@;@@;@3 585,4548@;@35,85@;@0@;@100@;@@;@@;@100@;@60,4
"6815120000"@;@159@;@@;@@;@@;@@;@@;@@;@@;@159@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"2813100000"@;@7 724@;@@;@@;@@;@@;@@;@@;@@;@7 724@;@100@;@@;@8 262,7042@;@82,63@;@0@;@100@;@@;@@;@100@;@67,4
"8507102002"@;@277 028@;@143 310@;@@;@@;@@;@@;@@;@@;@277 028@;@100@;@@;@3 439,9307@;@34,4@;@0@;@100@;@@;@@;@100@;@60,2
"4107121900"@;@824@;@10 746@;@@;@@;@@;@@;@@;@@;@824@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"2936270000"@;@402 121@;@@;@@;@@;@@;@@;@@;@@;@402 121@;@100@;@@;@4 782,3912@;@47,82@;@0@;@100@;@@;@@;@100@;@62,2
"7228401000"@;@1 289 824@;@@;@@;@@;@@;@@;@@;@@;@1 289 824@;@100@;@@;@6 888,0393@;@68,88@;@0@;@100@;@@;@@;@100@;@65,3
"0306959900"@;@134@;@@;@@;@@;@@;@@;@@;@@;@134@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"9503002900"@;@124 121@;@@;@@;@@;@@;@@;@@;@@;@124 121@;@100@;@@;@9 942,1434@;@99,42@;@0@;@100@;@@;@@;@100@;@69,9
"7304293001"@;@5 981 876@;@@;@@;@@;@@;@@;@@;@@;@5 981 876@;@100@;@@;@4 944,8402@;@49,45@;@0@;@100@;@@;@@;@100@;@62,4
"9014100000"@;@1 465@;@@;@@;@@;@@;@@;@@;@@;@1 465@;@100@;@@;@7 820,3771@;@78,2@;@0@;@100@;@@;@@;@100@;@66,7
"6907231000"@;@60 699@;@2 331@;@@;@@;@@;@@;@@;@@;@60 699@;@100@;@@;@8 410,2726@;@84,1@;@0@;@100@;@@;@@;@100@;@67,6
"3917229009"@;@@;@@;@@;@@;@@;@@;@72@;@22,09@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@70@;@13,5
"8461509009"@;@2 382 577@;@@;@@;@@;@@;@@;@@;@@;@2 382 577@;@100@;@@;@3 851,228@;@38,51@;@0@;@100@;@@;@@;@100@;@60,8
"5206220008"@;@103 750@;@@;@@;@@;@@;@@;@@;@@;@103 750@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"8432295000"@;@403 716@;@@;@@;@@;@@;@@;@@;@@;@403 716@;@100@;@@;@3 447,2703@;@34,47@;@0@;@100@;@@;@@;@100@;@60,2
"9405610005"@;@9 619@;@@;@@;@@;@@;@@;@@;@@;@9 619@;@100@;@@;@4 619,0938@;@46,19@;@0@;@100@;@@;@@;@100@;@61,9
"8462620095"@;@105@;@@;@@;@@;@@;@@;@@;@@;@105@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"9102210000"@;@2 958 691@;@768 003@;@@;@@;@@;@@;@@;@@;@2 958 691@;@100@;@@;@6 306,5786@;@63,07@;@0@;@100@;@@;@@;@100@;@64,5
"9022120000"@;@10 842 907@;@@;@@;@@;@@;@@;@@;@@;@10 842 907@;@100@;@@;@2 297,6001@;@22,98@;@0@;@100@;@@;@@;@100@;@58,4
"9007910000"@;@191 538@;@@;@@;@@;@@;@@;@@;@@;@191 538@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"1008900000"@;@946@;@@;@@;@@;@@;@@;@@;@@;@946@;@100@;@@;@8 176,045@;@81,76@;@0@;@100@;@@;@@;@100@;@67,3
"8536902000"@;@1 492@;@@;@@;@@;@@;@@;@@;@@;@1 492@;@100@;@@;@9 946,1458@;@99,46@;@0@;@100@;@@;@@;@100@;@69,9
"9405110021"@;@154 644@;@@;@@;@@;@@;@@;@@;@@;@154 644@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"2906210000"@;@101 855@;@3 194@;@@;@@;@@;@@;@@;@@;@101 855@;@100@;@@;@2 677,9605@;@26,78@;@0@;@100@;@@;@@;@100@;@59
"3207408509"@;@12 491 272@;@992 792@;@@;@@;@@;@@;@@;@@;@12 491 272@;@100@;@@;@3 724,5302@;@37,25@;@0@;@100@;@@;@@;@100@;@60,6
"4009420009"@;@@;@@;@@;@@;@@;@@;@15@;@37,99@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@70@;@13,5
"0303142000"@;@8 082@;@625 114@;@@;@@;@@;@@;@@;@@;@8 082@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"5603141001"@;@1 043 070@;@150@;@@;@@;@@;@@;@@;@@;@1 043 070@;@100@;@@;@5 372,1384@;@53,72@;@0@;@100@;@@;@@;@100@;@63,1
"4407289900"@;@3 881@;@@;@@;@@;@@;@@;@@;@@;@3 881@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"8448490000"@;@1 992 860@;@@;@@;@@;@@;@@;@@;@@;@1 992 860@;@100@;@@;@1 474,1739@;@14,74@;@0@;@100@;@@;@@;@100@;@57,2
"0602101000"@;@@;@@;@@;@@;@@;@@;@5@;@100@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@70@;@13,5
"8716395001"@;@264 414@;@@;@@;@@;@@;@@;@@;@@;@264 414@;@100@;@@;@8 462,9202@;@84,63@;@0@;@100@;@@;@@;@100@;@67,7
"8479600000"@;@993 155@;@@;@@;@@;@@;@@;@@;@@;@993 155@;@100@;@@;@3 650,289@;@36,5@;@0@;@100@;@@;@@;@100@;@60,5
"8426490091"@;@1 413 013@;@@;@@;@@;@@;@@;@@;@@;@1 413 013@;@100@;@@;@6 191,6962@;@61,92@;@0@;@100@;@@;@@;@100@;@64,3
"2932190000"@;@102 930@;@@;@@;@@;@@;@@;@@;@@;@102 930@;@100@;@@;@4 672,5946@;@46,73@;@0@;@100@;@@;@@;@100@;@62
"9018191000"@;@3 299 094@;@@;@@;@@;@@;@@;@3@;@@;@3 299 094@;@100@;@@;@1 441,649@;@14,42@;@0@;@100@;@@;@@;@70@;@55,7
"9030390009"@;@764 765@;@190 286@;@@;@@;@@;@@;@@;@@;@764 765@;@100@;@@;@1 758,9252@;@17,59@;@0@;@100@;@@;@@;@100@;@57,6
"8423819000"@;@264 591@;@387@;@@;@@;@@;@@;@@;@@;@264 591@;@100@;@@;@2 459,5495@;@24,6@;@0@;@100@;@@;@@;@100@;@58,7
"8479899707"@;@217 665 478@;@510 153@;@@;@@;@@;@@;@10@;@43,06@;@217 665 478@;@100@;@@;@4 838,1555@;@48,38@;@0@;@100@;@@;@@;@70@;@60,8
"2937290000"@;@5 690@;@@;@@;@@;@@;@@;@@;@@;@5 690@;@100@;@@;@5 193,8886@;@51,94@;@0@;@100@;@@;@@;@100@;@62,8
"4409299800"@;@413 119@;@59 491@;@@;@@;@@;@@;@@;@@;@413 119@;@100@;@@;@5 295,4918@;@52,95@;@0@;@100@;@@;@@;@100@;@62,9
"7216321100"@;@4 037 423@;@@;@@;@@;@@;@@;@@;@@;@4 037 423@;@100@;@@;@2 043,7225@;@20,44@;@0@;@100@;@@;@@;@100@;@58,1
"8408904500"@;@69 967@;@@;@@;@@;@@;@@;@@;@@;@69 967@;@100@;@@;@4 578,8053@;@45,79@;@0@;@100@;@@;@@;@100@;@61,9
"9504200009"@;@122 178@;@15@;@@;@@;@@;@@;@@;@@;@122 178@;@100@;@@;@3 807,5629@;@38,08@;@0@;@100@;@@;@@;@100@;@60,7
"7607111109"@;@217 295@;@92@;@@;@@;@@;@@;@@;@@;@217 295@;@100@;@@;@4 102,9729@;@41,03@;@0@;@100@;@@;@@;@100@;@61,2
"2903490000"@;@1 875@;@@;@@;@@;@@;@@;@@;@@;@1 875@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"8422901000"@;@20 795@;@@;@@;@@;@@;@@;@@;@@;@20 795@;@100@;@@;@2 341,0403@;@23,41@;@0@;@100@;@@;@@;@100@;@58,5
"0102219000"@;@12 934 869@;@@;@@;@@;@@;@@;@@;@@;@12 934 869@;@100@;@@;@7 233,6786@;@72,34@;@0@;@100@;@@;@@;@100@;@65,9
"7019610000"@;@17 746@;@@;@@;@@;@@;@@;@@;@@;@17 746@;@100@;@@;@5 602,5758@;@56,03@;@0@;@100@;@@;@@;@100@;@63,4
"7214919000"@;@15 795@;@@;@@;@@;@@;@@;@@;@@;@15 795@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"0202305000"@;@577 361@;@@;@@;@@;@@;@@;@@;@@;@577 361@;@100@;@@;@6 291,3386@;@62,91@;@0@;@100@;@@;@@;@100@;@64,4
"7005292500"@;@5 590 434@;@115 252@;@@;@@;@@;@@;@@;@@;@5 590 434@;@100@;@@;@7 087,2734@;@70,87@;@0@;@100@;@@;@@;@100@;@65,6
"9608300000"@;@19 466@;@@;@@;@@;@@;@@;@@;@@;@19 466@;@100@;@@;@4 333,2648@;@43,33@;@0@;@100@;@@;@@;@100@;@61,5
"3502209100"@;@192 026@;@@;@@;@@;@@;@@;@@;@@;@192 026@;@100@;@@;@9 766,7848@;@97,67@;@0@;@100@;@@;@@;@100@;@69,7
"8703606092"@;@15 800@;@@;@@;@@;@@;@@;@@;@@;@15 800@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"5309210000"@;@12 526@;@@;@@;@@;@@;@@;@@;@@;@12 526@;@100@;@@;@5 467,6392@;@54,68@;@0@;@100@;@@;@@;@100@;@63,2
"8210000000"@;@996 733@;@5 852@;@@;@@;@@;@@;@@;@@;@996 733@;@100@;@@;@3 846,4355@;@38,46@;@0@;@100@;@@;@@;@100@;@60,8
"8536308000"@;@721 292@;@6 639@;@@;@@;@@;@@;@@;@@;@721 292@;@100@;@@;@2 815,8745@;@28,16@;@0@;@100@;@@;@@;@100@;@59,2
"2805308000"@;@4 897@;@@;@@;@@;@@;@@;@@;@@;@4 897@;@100@;@@;@9 448,1312@;@94,48@;@0@;@100@;@@;@@;@100@;@69,2
"8418910000"@;@392 338@;@@;@@;@@;@@;@@;@@;@@;@392 338@;@100@;@@;@4 816,0935@;@48,16@;@0@;@100@;@@;@@;@100@;@62,2
"2008707100"@;@26 605@;@@;@@;@@;@@;@@;@@;@@;@26 605@;@100@;@@;@9 356,1778@;@93,56@;@0@;@100@;@@;@@;@100@;@69
"9111900000"@;@561@;@@;@@;@@;@@;@@;@@;@@;@561@;@100@;@@;@4 580,6166@;@45,81@;@0@;@100@;@@;@@;@100@;@61,9
"0707000506"@;@@;@89 751@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@100@;@15
"1202300000"@;@@;@20 965@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@100@;@15
"8433300000"@;@113 021@;@@;@@;@@;@@;@@;@@;@@;@113 021@;@100@;@@;@3 080,5851@;@30,81@;@0@;@100@;@@;@@;@100@;@59,6
"7220208101"@;@4 053@;@@;@@;@@;@@;@@;@@;@@;@4 053@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"9017900009"@;@13 616@;@@;@@;@@;@@;@@;@@;@@;@13 616@;@100@;@@;@6 436,9223@;@64,37@;@0@;@100@;@@;@@;@100@;@64,7
"7304293009"@;@64 369 696@;@@;@@;@@;@@;@@;@@;@@;@64 369 696@;@100@;@@;@3 854,7134@;@38,55@;@0@;@100@;@@;@@;@100@;@60,8
"8208900000"@;@2 769 411@;@10 139@;@@;@@;@@;@@;@2@;@91@;@2 769 411@;@100@;@@;@2 487,9973@;@24,88@;@0@;@100@;@@;@@;@70@;@57,2
"2810009000"@;@685 048@;@11 210@;@@;@@;@@;@@;@1@;@32@;@685 048@;@100@;@@;@8 143,3975@;@81,43@;@0@;@100@;@@;@@;@70@;@65,7
"8443321009"@;@11 774 647@;@2 127 227@;@@;@@;@@;@@;@@;@@;@11 774 647@;@100@;@@;@1 247,7013@;@12,48@;@0@;@100@;@@;@@;@100@;@56,9
"0210198100"@;@11 765@;@@;@@;@@;@@;@@;@@;@@;@11 765@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"8433111000"@;@267 496@;@@;@@;@@;@@;@@;@2@;@82@;@267 496@;@100@;@@;@5 645,5879@;@56,46@;@0@;@100@;@@;@@;@70@;@62
"2938100000"@;@45 769@;@@;@@;@@;@@;@@;@@;@@;@45 769@;@100@;@@;@4 501,6476@;@45,02@;@0@;@100@;@@;@@;@100@;@61,8
"4202290000"@;@55 545@;@25 923@;@@;@@;@@;@@;@@;@@;@55 545@;@100@;@@;@1 703,9702@;@17,04@;@0@;@100@;@@;@@;@100@;@57,6
"3824999201"@;@770 202@;@39 861@;@@;@@;@@;@@;@@;@@;@770 202@;@100@;@@;@2 081,4054@;@20,81@;@0@;@100@;@@;@@;@100@;@58,1
"2841800000"@;@14@;@@;@@;@@;@@;@@;@@;@@;@14@;@100@;@@;@10 000@;@100@;@0@;@100@;@@;@@;@100@;@70
"5205260006"@;@@;@2 360@;@@;@@;@@;@@;@@;@@;@0@;@@;@@;@@;@0@;@0@;@100@;@@;@@;@100@;@15
"8407321000"@;@11 718@;@@;@@;@@;@@;@@;@@;@@;@11 718@;@100@;@@;@5 002,8322@;@50,03@;@0@;@100@;@@;@@;@100@;@62,5
"2008205900"@;@85 318@;@@;@@;@@;@@;@@;@@;@@;@85 318@;@100@;@@;@5 209,8324@;@52,1@;@0@;@100@;@@;@@;@100@;@62,8
